,CODIGOCIE,ESCOLA,DIRETORIA,MUNICIPIO,SERIE,IDPort,IDMat,IndDesemp,IndFluxo,IDESP,META,ORDEM,_REGICAO_NOME,_ANO,_DIRETORIA_ID,_MUNICIPIO_ID
6832,029877,PURCINA ELISA DE ALMEIDA PROFA,ARACATUBA,ARACATUBA,9º ANO EF,"2,6790","2,3813","2,53","0,9850","2,49",,2,INTERIOR,2021,20802,177
6833,029877,PURCINA ELISA DE ALMEIDA PROFA,ARACATUBA,ARACATUBA,3º ANO EM,"2,8887","1,3333","2,11","1,0000","2,11",,3,INTERIOR,2021,20802,177
6834,029609,JOAO BREMBATTI CALVOSO,ANDRADINA,ANDRADINA,9º ANO EF,"3,3813","2,8263","3,10","0,9866","3,06",,2,INTERIOR,2021,20801,170
6835,029609,JOAO BREMBATTI CALVOSO,ANDRADINA,ANDRADINA,3º ANO EM,"1,8267","1,1417","1,48","0,9728","1,44",,3,INTERIOR,2021,20801,170
6836,907236,MARIA DO CARMO LELIS PROFA,ARACATUBA,ARACATUBA,9º ANO EF,"2,3077","1,7950","2,05","1,0000","2,05",,2,INTERIOR,2021,20802,177
6837,907236,MARIA DO CARMO LELIS PROFA,ARACATUBA,ARACATUBA,3º ANO EM,"1,0000","0,0000","0,50","1,0000","0,50",,3,INTERIOR,2021,20802,177
6838,029798,MANOEL BENTO DA CRUZ,ARACATUBA,ARACATUBA,9º ANO EF,"3,2077","2,4527","2,83","1,0000","2,83",,2,INTERIOR,2021,20802,177
6839,029798,MANOEL BENTO DA CRUZ,ARACATUBA,ARACATUBA,3º ANO EM,"2,9573","1,9080","2,43","0,9986","2,43",,3,INTERIOR,2021,20802,177
6840,029713,LUIZ GAMA,ARACATUBA,ARACATUBA,9º ANO EF,"4,1933","3,1183","3,66","1,0000","3,66",,2,INTERIOR,2021,20802,177
6841,029713,LUIZ GAMA,ARACATUBA,ARACATUBA,3º ANO EM,"2,2223","1,7777","2,00","1,0000","2,00",,3,INTERIOR,2021,20802,177
6842,036195,URUBUPUNGA,ANDRADINA,ILHA SOLTEIRA,3º ANO EM,"2,9690","1,8230","2,40","1,0000","2,40",,3,INTERIOR,2021,20801,750
6843,030089,JOUBERT DE CARVALHO DR,ARACATUBA,ARACATUBA,9º ANO EF,"4,2960","3,5553","3,93","1,0000","3,93",,2,INTERIOR,2021,20802,177
6844,029865,JOSE CANDIDO,ARACATUBA,ARACATUBA,9º ANO EF,"4,1040","3,4240","3,76","0,9984","3,75",,2,INTERIOR,2021,20802,177
6845,029774,JOSE AUGUSTO LOPES BORGES PROF,ARACATUBA,ARACATUBA,9º ANO EF,"4,1803","3,4920","3,84","1,0000","3,84",,2,INTERIOR,2021,20802,177
6846,029774,JOSE AUGUSTO LOPES BORGES PROF,ARACATUBA,ARACATUBA,3º ANO EM,"3,4923","2,4340","2,96","1,0000","2,96",,3,INTERIOR,2021,20802,177
6847,030065,JOSE ARANTES TERRA PROF,ARACATUBA,ARACATUBA,9º ANO EF,"3,3333","2,2547","2,79","1,0000","2,79",,2,INTERIOR,2021,20802,177
6848,030065,JOSE ARANTES TERRA PROF,ARACATUBA,ARACATUBA,3º ANO EM,"2,1667","0,5000","1,33","1,0000","1,33",,3,INTERIOR,2021,20802,177
6849,029889,JORGE CORREA PROF,ARACATUBA,ARACATUBA,9º ANO EF,"4,8147","4,2860","4,55","1,0000","4,55",,2,INTERIOR,2021,20802,177
6850,029889,JORGE CORREA PROF,ARACATUBA,ARACATUBA,3º ANO EM,"5,0613","3,5797","4,32","1,0000","4,32",,3,INTERIOR,2021,20802,177
6851,030053,MARIA APPARECIDA BALTHAZAR POCO PROFA,ARACATUBA,ARACATUBA,9º ANO EF,"3,5487","2,4730","3,01","1,0000","3,01",,2,INTERIOR,2021,20802,177
6852,030053,MARIA APPARECIDA BALTHAZAR POCO PROFA,ARACATUBA,ARACATUBA,3º ANO EM,"2,1737","1,4493","1,81","1,0000","1,81",,3,INTERIOR,2021,20802,177
6853,920575,CONJUNTO HABITACIONAL EZEQUIEL BARBOSA,ARACATUBA,ARACATUBA,9º ANO EF,"3,1060","2,0453","2,58","1,0000","2,58",,2,INTERIOR,2021,20802,177
6854,920575,CONJUNTO HABITACIONAL EZEQUIEL BARBOSA,ARACATUBA,ARACATUBA,3º ANO EM,"1,7333","1,0667","1,40","1,0000","1,40",,3,INTERIOR,2021,20802,177
6855,029749,CLOVIS DE ARRUDA CAMPOS DR,ARACATUBA,ARACATUBA,9º ANO EF,"2,4317","1,7257","2,08","1,0000","2,08",,2,INTERIOR,2021,20802,177
6856,029749,CLOVIS DE ARRUDA CAMPOS DR,ARACATUBA,ARACATUBA,3º ANO EM,"2,2407","1,0383","1,64","1,0000","1,64",,3,INTERIOR,2021,20802,177
6857,924611,ARY BOCUHY PROF,ARACATUBA,ARACATUBA,9º ANO EF,"4,1360","2,8397","3,49","1,0000","3,49",,2,INTERIOR,2021,20802,177
6858,924611,ARY BOCUHY PROF,ARACATUBA,ARACATUBA,3º ANO EM,"2,8787","1,8180","2,35","1,0000","2,35",,3,INTERIOR,2021,20802,177
6859,909257,ARTHUR LEITE CARRIJO PROF,ARACATUBA,ARACATUBA,9º ANO EF,"3,3887","2,6770","3,03","1,0000","3,03",,2,INTERIOR,2021,20802,177
6860,909257,ARTHUR LEITE CARRIJO PROF,ARACATUBA,ARACATUBA,3º ANO EM,"2,0323","1,4227","1,73","1,0000","1,73",,3,INTERIOR,2021,20802,177
6861,048513,ALTINA MORAES SAMPAIO PROFA,ARACATUBA,ARACATUBA,9º ANO EF,"3,2000","2,6000","2,90","1,0000","2,90",,2,INTERIOR,2021,20802,177
6862,907224,ABRANCHE JOSE PROF,ARACATUBA,ARACATUBA,9º ANO EF,"3,2620","2,2697","2,77","1,0000","2,77",,2,INTERIOR,2021,20802,177
6863,907224,ABRANCHE JOSE PROF,ARACATUBA,ARACATUBA,3º ANO EM,"2,8653","1,8127","2,34","1,0000","2,34",,3,INTERIOR,2021,20802,177
6864,029762,NILCE MAIA SOUTO MELO PROFA,ARACATUBA,ARACATUBA,9º ANO EF,"3,7370","3,2330","3,49","0,9812","3,42",,2,INTERIOR,2021,20802,177
6865,029762,NILCE MAIA SOUTO MELO PROFA,ARACATUBA,ARACATUBA,3º ANO EM,"3,6060","1,9127","2,76","0,9963","2,75",,3,INTERIOR,2021,20802,177
6866,029397,AUGUSTO MARIANI DR,ANDRADINA,ANDRADINA,9º ANO EF,"2,6740","2,1253","2,40","1,0000","2,40",,2,INTERIOR,2021,20801,170
6867,029397,AUGUSTO MARIANI DR,ANDRADINA,ANDRADINA,3º ANO EM,"1,8973","1,3843","1,64","1,0000","1,64",,3,INTERIOR,2021,20801,170
6868,029373,ALVARO GUIAO DR,ANDRADINA,ANDRADINA,9º ANO EF,"3,2957","2,5097","2,90","1,0000","2,90",,2,INTERIOR,2021,20801,170
6869,029373,ALVARO GUIAO DR,ANDRADINA,ANDRADINA,3º ANO EM,"2,6737","1,4923","2,08","1,0000","2,08",,3,INTERIOR,2021,20801,170
6870,029890,GENESIO DE ASSIS PROF,ARACATUBA,ARACATUBA,9º ANO EF,"3,5833","2,8333","3,21","1,0000","3,21",,2,INTERIOR,2021,20802,177
6871,029890,GENESIO DE ASSIS PROF,ARACATUBA,ARACATUBA,3º ANO EM,"2,6763","1,3147","2,00","1,0000","2,00",,3,INTERIOR,2021,20802,177
6872,922365,ALICE MARQUES DA SILVA ROCHA,ANDRADINA,ANDRADINA,9º ANO EF,"4,0790","3,2890","3,68","1,0000","3,68",,2,INTERIOR,2021,20801,170
6873,922365,ALICE MARQUES DA SILVA ROCHA,ANDRADINA,ANDRADINA,3º ANO EM,"2,0237","2,0237","2,02","0,9894","2,00",,3,INTERIOR,2021,20801,170
6874,029543,ARMEL MIRANDA,ANDRADINA,CASTILHO,9º ANO EF,"3,4107","2,7517","3,08","1,0000","3,08",,2,INTERIOR,2021,20801,259
6875,029543,ARMEL MIRANDA,ANDRADINA,CASTILHO,3º ANO EM,"2,3937","1,2753","1,83","1,0000","1,83",,3,INTERIOR,2021,20801,259
6876,029737,LICOLINA VILLELA REIS ALVES PROFA,ARACATUBA,ARACATUBA,9º ANO EF,"3,6803","3,2637","3,47","1,0000","3,47",,2,INTERIOR,2021,20802,177
6877,029737,LICOLINA VILLELA REIS ALVES PROFA,ARACATUBA,ARACATUBA,3º ANO EM,"1,0000","1,0000","1,00","1,0000","1,00",,3,INTERIOR,2021,20802,177
6878,029361,FRANCISCO TEODORO DE ANDRADE,ANDRADINA,ANDRADINA,9º ANO EF,"3,4923","3,0167","3,25","1,0000","3,25",,2,INTERIOR,2021,20801,170
6879,029361,FRANCISCO TEODORO DE ANDRADE,ANDRADINA,ANDRADINA,3º ANO EM,"3,2687","1,8300","2,55","1,0000","2,55",,3,INTERIOR,2021,20801,170
6880,030740,ARNO HAUSSER,ANDRADINA,ILHA SOLTEIRA,9º ANO EF,"2,7403","2,1743","2,46","0,9960","2,45",,2,INTERIOR,2021,20801,750
6881,030740,ARNO HAUSSER,ANDRADINA,ILHA SOLTEIRA,3º ANO EM,"2,5553","1,0000","1,78","0,9944","1,77",,3,INTERIOR,2021,20801,750
6882,039846,ANTONIO ZANAGA PREFEITO,AMERICANA,AMERICANA,9º ANO EF,"3,3953","2,8347","3,12","0,9516","2,97",,2,INTERIOR,2021,20401,165
6883,039846,ANTONIO ZANAGA PREFEITO,AMERICANA,AMERICANA,3º ANO EM,"3,1627","1,5387","2,35","0,8897","2,09",,3,INTERIOR,2021,20401,165
6884,033091,TEOFILO ELIAS PROF,ASSIS,FLOR?NEA,9º ANO EF,"3,4373","2,8117","3,12","0,9932","3,10",,2,INTERIOR,2021,21001,309
6885,033091,TEOFILO ELIAS PROF,ASSIS,FLOR?NEA,3º ANO EM,"1,8750","2,0833","1,98","0,9884","1,96",,3,INTERIOR,2021,21001,309
6886,033078,JOAQUIM GONCALVES DE OLIVEIRA,ASSIS,CRUZALIA,5º ANO EF,"4,9023","5,8827","5,39","1,0000","5,39",,1,INTERIOR,2021,21001,281
6887,033078,JOAQUIM GONCALVES DE OLIVEIRA,ASSIS,CRUZALIA,9º ANO EF,"3,7253","2,3537","3,04","1,0000","3,04",,2,INTERIOR,2021,21001,281
6888,033078,JOAQUIM GONCALVES DE OLIVEIRA,ASSIS,CRUZALIA,3º ANO EM,"2,6190","2,1430","2,38","1,0000","2,38",,3,INTERIOR,2021,21001,281
6889,044490,JOSE DE SOUZA DR,ASSIS,BORA,9º ANO EF,"1,5150","0,6060","1,06","1,0000","1,06",,2,INTERIOR,2021,21001,221
6890,044490,JOSE DE SOUZA DR,ASSIS,BORA,3º ANO EM,"2,3810","0,9523","1,67","1,0000","1,67",,3,INTERIOR,2021,21001,221
6891,033236,LOURDES PEREIRA PROFA,ASSIS,ASSIS,9º ANO EF,"4,0620","3,4370","3,75","0,9925","3,72",,2,INTERIOR,2021,21001,189
6892,033236,LOURDES PEREIRA PROFA,ASSIS,ASSIS,3º ANO EM,"3,8460","1,6667","2,76","1,0000","2,76",,3,INTERIOR,2021,21001,189
6893,033108,LEO PIZZATO PROF,ASSIS,ASSIS,9º ANO EF,"2,9637","2,7160","2,84","1,0000","2,84",,2,INTERIOR,2021,21001,189
6894,033108,LEO PIZZATO PROF,ASSIS,ASSIS,3º ANO EM,"3,4320","1,0783","2,26","1,0000","2,26",,3,INTERIOR,2021,21001,189
6895,021912,LUZIA DE ABREU PROFA,ARARAQUARA,NOVA EUROPA,3º ANO EM,"2,2387","1,2930","1,77","1,0000","1,77",,3,INTERIOR,2021,20501,477
6896,022135,ADOLPHO THOMAS DE AQUINO,ARARAQUARA,MOTUCA,3º ANO EM,"3,7500","1,6667","2,71","1,0000","2,71",,3,INTERIOR,2021,20501,729
6897,917977,LENY BARROS DA SILVA PROFA,ASSIS,ASSIS,9º ANO EF,"4,3420","3,3337","3,84","0,9967","3,83",,2,INTERIOR,2021,21001,189
6898,917977,LENY BARROS DA SILVA PROFA,ASSIS,ASSIS,3º ANO EM,"3,3330","2,1157","2,72","1,0000","2,72",,3,INTERIOR,2021,21001,189
6899,021829,MARCELINO BRAGA CEL,ARARAQUARA,BOA ESPERANCA DO SUL,3º ANO EM,"2,0183","1,7837","1,90","1,0000","1,90",,3,INTERIOR,2021,20501,216
6900,030557,LEA SILVA MORAES PROFA,ANDRADINA,ILHA SOLTEIRA,9º ANO EF,"4,5077","3,6743","4,09","1,0000","4,09",,2,INTERIOR,2021,20801,750
6901,033200,JOSE AUGUSTO RIBEIRO,ASSIS,ASSIS,9º ANO EF,"2,9077","2,4120","2,66","1,0000","2,66",,2,INTERIOR,2021,21001,189
6902,033182,FRANCISCA RIBEIRO MELLO FERNANDES PROFA,ASSIS,ASSIS,9º ANO EF,"4,5103","4,9017","4,71","1,0000","4,71",,2,INTERIOR,2021,21001,189
6903,033182,FRANCISCA RIBEIRO MELLO FERNANDES PROFA,ASSIS,ASSIS,3º ANO EM,"2,0833","0,4167","1,25","1,0000","1,25",,3,INTERIOR,2021,21001,189
6904,033273,ERNANI RODRIGUES PROF,ASSIS,ASSIS,9º ANO EF,"4,6770","3,7810","4,23","0,9969","4,22",,2,INTERIOR,2021,21001,189
6905,033273,ERNANI RODRIGUES PROF,ASSIS,ASSIS,3º ANO EM,"3,7257","2,4190","3,07","0,9875","3,03",,3,INTERIOR,2021,21001,189
6906,033261,CLYBAS PINTO FERRAZ DR,ASSIS,ASSIS,9º ANO EF,"4,1503","3,2013","3,68","0,9912","3,65",,2,INTERIOR,2021,21001,189
6907,033261,CLYBAS PINTO FERRAZ DR,ASSIS,ASSIS,3º ANO EM,"3,8323","2,0633","2,95","0,9762","2,88",,3,INTERIOR,2021,21001,189
6908,021921,ALFREDO EVANGELISTA NOGUEIRA,ARARAQUARA,TRABIJU,3º ANO EM,"2,5927","0,5557","1,57","1,0000","1,57",,3,INTERIOR,2021,20501,794
6909,033145,CAROLINA FRANCINI BURALI DONA,ASSIS,ASSIS,9º ANO EF,"4,4630","3,5590","4,01","0,9964","4,00",,2,INTERIOR,2021,21001,189
6910,033145,CAROLINA FRANCINI BURALI DONA,ASSIS,ASSIS,3º ANO EM,"4,0233","2,8733","3,45","0,9909","3,42",,3,INTERIOR,2021,21001,189
6911,021878,PEDRO MORGANTI COMENDADOR,ARARAQUARA,RINCAO,9º ANO EF,"2,7780","1,9443","2,36","0,8819","2,08",,2,INTERIOR,2021,20501,585
6912,021878,PEDRO MORGANTI COMENDADOR,ARARAQUARA,RINCAO,3º ANO EM,"1,8267","1,0503","1,44","0,7922","1,14",,3,INTERIOR,2021,20501,585
6913,033285,CARLOS ALBERTO DE OLIVEIRA PROF,ASSIS,ASSIS,9º ANO EF,"4,0003","2,9563","3,48","0,9812","3,41",,2,INTERIOR,2021,21001,189
6914,033285,CARLOS ALBERTO DE OLIVEIRA PROF,ASSIS,ASSIS,3º ANO EM,"3,5417","1,9270","2,73","0,9825","2,68",,3,INTERIOR,2021,21001,189
6915,033112,ANTONIO JOSE DOS SANTOS DOM,ASSIS,ASSIS,9º ANO EF,"2,6667","2,1113","2,39","0,9422","2,25",,2,INTERIOR,2021,21001,189
6916,033112,ANTONIO JOSE DOS SANTOS DOM,ASSIS,ASSIS,3º ANO EM,"2,3810","1,5477","1,96","0,9091","1,78",,3,INTERIOR,2021,21001,189
6917,025008,ROBERTO VELTRE PROF,ARARAQUARA,MATAO,5º ANO EF,"3,5140","3,3330","3,42","1,0000","3,42",,1,INTERIOR,2021,20501,441
6918,033005,CLAUDIO DE SOUZA DR,ASSIS,LUTECIA,9º ANO EF,"2,6190","2,9763","2,80","1,0000","2,80",,2,INTERIOR,2021,21001,427
6919,033005,CLAUDIO DE SOUZA DR,ASSIS,LUTECIA,3º ANO EM,"2,2517","1,8920","2,07","1,0000","2,07",,3,INTERIOR,2021,21001,427
6920,047909,ODONE BELLINE PROF,ARARAQUARA,MATAO,9º ANO EF,"2,8570","2,3013","2,58","1,0000","2,58",,2,INTERIOR,2021,20501,441
6921,047909,ODONE BELLINE PROF,ARARAQUARA,MATAO,3º ANO EM,"2,7780","1,4813","2,13","1,0000","2,13",,3,INTERIOR,2021,20501,441
6922,024971,NELSON ANTONIO ROMAO PADRE,ARARAQUARA,MATAO,5º ANO EF,"5,3127","5,0693","5,19","1,0000","5,19",,1,INTERIOR,2021,20501,441
6923,919412,MARLENE FRATTINI PROFA,ARARAQUARA,MATAO,9º ANO EF,"3,9997","3,4073","3,70","1,0000","3,70",,2,INTERIOR,2021,20501,441
6924,044672,LAERT JOSE TARALLO MENDES PROF,ARARAQUARA,MATAO,5º ANO EF,"3,0557","2,7770","2,92","1,0000","2,92",,1,INTERIOR,2021,20501,441
6925,021866,BENTO DE ABREU,ARARAQUARA,SANTA LUCIA,9º ANO EF,"2,5877","1,7913","2,19","1,0000","2,19",,2,INTERIOR,2021,20501,617
6926,021866,BENTO DE ABREU,ARARAQUARA,SANTA LUCIA,3º ANO EM,"2,7587","1,0343","1,90","0,9960","1,89",,3,INTERIOR,2021,20501,617
6927,909695,JOSE CARLOS PINOTTI,ARARAQUARA,MATAO,9º ANO EF,"2,7867","2,1857","2,49","1,0000","2,49",,2,INTERIOR,2021,20501,441
6928,905756,JOAO SALGADO SOBRINHO DEPUTADO,ARARAQUARA,MATAO,5º ANO EF,"5,1387","5,2783","5,21","1,0000","5,21",,1,INTERIOR,2021,20501,441
6929,497381,JARDIM BUSCARDI,ARARAQUARA,MATAO,3º ANO EM,"3,1617","1,5383","2,35","0,9956","2,34",,3,INTERIOR,2021,20501,441
6930,024946,HENRIQUE MORATO PROF,ARARAQUARA,MATAO,3º ANO EM,"1,4350","0,7870","1,11","1,0000","1,11",,3,INTERIOR,2021,20501,441
6931,025148,HELENA BORSETTI PROFA,ARARAQUARA,MATAO,3º ANO EM,"1,3890","0,8333","1,11","1,0000","1,11",,3,INTERIOR,2021,20501,441
6932,032554,RAGE ANDERAOS PROF,ASSIS,NANTES,9º ANO EF,"3,6563","2,9030","3,28","1,0000","3,28",,2,INTERIOR,2021,21001,789
6933,032554,RAGE ANDERAOS PROF,ASSIS,NANTES,3º ANO EM,"2,8000","1,7333","2,27","1,0000","2,27",,3,INTERIOR,2021,21001,789
6934,919408,ERNESTO MASSELANI,ARARAQUARA,MATAO,5º ANO EF,"5,4907","5,7847","5,64","1,0000","5,64",,1,INTERIOR,2021,20501,441
6935,049633,DORIVAL DE CARVALHO,ARARAQUARA,MATAO,9º ANO EF,"4,5273","4,1793","4,35","1,0000","4,35",,2,INTERIOR,2021,20501,441
6936,024961,LEOPOLDINO MEIRA DE ANDRADE DR,ARARAQUARA,MATAO,5º ANO EF,"4,3333","4,3340","4,33","1,0000","4,33",,1,INTERIOR,2021,20501,441
6937,024961,LEOPOLDINO MEIRA DE ANDRADE DR,ARARAQUARA,MATAO,9º ANO EF,"3,4480","2,0683","2,76","1,0000","2,76",,2,INTERIOR,2021,20501,441
6938,024958,CHLORITA DE OLIVEIRA PENTEADO MARTINS PROFA,ARARAQUARA,MATAO,9º ANO EF,"3,5847","2,8933","3,24","1,0000","3,24",,2,INTERIOR,2021,20501,441
6939,024958,CHLORITA DE OLIVEIRA PENTEADO MARTINS PROFA,ARARAQUARA,MATAO,3º ANO EM,"2,7780","1,3890","2,08","1,0000","2,08",,3,INTERIOR,2021,20501,441
6940,903536,ADERVAL DA SILVA PROF,ARARAQUARA,MATAO,5º ANO EF,"3,6523","3,2413","3,45","1,0000","3,45",,1,INTERIOR,2021,20501,441
6941,032979,SANTO HINO,ASSIS,CANDIDO MOTA,9º ANO EF,"2,0833","2,0833","2,08","1,0000","2,08",,2,INTERIOR,2021,21001,249
6942,024934,JOSE INOCENCIO DA COSTA,ARARAQUARA,MATAO,9º ANO EF,"3,9507","3,2920","3,62","1,0000","3,62",,2,INTERIOR,2021,20501,441
6943,024934,JOSE INOCENCIO DA COSTA,ARARAQUARA,MATAO,3º ANO EM,"1,3070","0,7190","1,01","1,0000","1,01",,3,INTERIOR,2021,20501,441
6944,033042,JOSE AUGUSTO DE CARVALHO DR,ASSIS,CANDIDO MOTA,9º ANO EF,"2,8027","2,1250","2,46","1,0000","2,46",,2,INTERIOR,2021,21001,249
6945,033042,JOSE AUGUSTO DE CARVALHO DR,ASSIS,CANDIDO MOTA,3º ANO EM,"1,7360","1,1110","1,42","0,9965","1,42",,3,INTERIOR,2021,21001,249
6946,043205,JARDIM SAO FRANCISCO,ASSIS,CANDIDO MOTA,5º ANO EF,"4,6300","3,9813","4,31","1,0000","4,31",,1,INTERIOR,2021,21001,249
6947,033157,CLOTILDE DE CASTRO BARREIRA PROFA,ASSIS,CANDIDO MOTA,5º ANO EF,"4,2103","3,5527","3,88","1,0000","3,88",,1,INTERIOR,2021,21001,249
6948,021908,GAVIAO PEIXOTO CONSELHEIRO,ARARAQUARA,GAVIAO PEIXOTO,3º ANO EM,"4,1380","2,8737","3,51","1,0000","3,51",,3,INTERIOR,2021,20501,787
6949,032992,ANTONIO FONTANA,ASSIS,CANDIDO MOTA,5º ANO EF,"1,9447","1,3887","1,67","1,0000","1,67",,1,INTERIOR,2021,21001,249
6950,032992,ANTONIO FONTANA,ASSIS,CANDIDO MOTA,9º ANO EF,"3,0767","3,5900","3,33","1,0000","3,33",,2,INTERIOR,2021,21001,249
6951,032992,ANTONIO FONTANA,ASSIS,CANDIDO MOTA,3º ANO EM,"1,5553","0,8890","1,22","1,0000","1,22",,3,INTERIOR,2021,21001,249
6952,900874,NOEMIA GARCIA CICILIATO PROFA,ASSIS,FLOR?NEA,5º ANO EF,"4,7620","4,8810","4,82","1,0000","4,82",,1,INTERIOR,2021,21001,309
6953,903632,LEA ROSA MELO ANDREGHETTI PROFA,ASSIS,ASSIS,9º ANO EF,"2,2020","1,4280","1,82","0,8980","1,63",,2,INTERIOR,2021,21001,189
6954,903632,LEA ROSA MELO ANDREGHETTI PROFA,ASSIS,ASSIS,3º ANO EM,"2,2223","0,5983","1,41","0,8190","1,15",,3,INTERIOR,2021,21001,189
6955,911896,GUERINO VEDOATO,ARARAQUARA,MATAO,5º ANO EF,"5,0510","4,5797","4,82","1,0000","4,82",,1,INTERIOR,2021,20501,441
6956,033212,CLEOPHANIA GALVAO DA SILVA PROFA,ASSIS,ASSIS,9º ANO EF,"3,1580","1,8420","2,50","1,0000","2,50",,2,INTERIOR,2021,21001,189
6957,033212,CLEOPHANIA GALVAO DA SILVA PROFA,ASSIS,ASSIS,3º ANO EM,"2,5007","1,1113","1,81","1,0000","1,81",,3,INTERIOR,2021,21001,189
6958,033030,RACHID JABUR,ASSIS,CANDIDO MOTA,9º ANO EF,"3,6967","3,3337","3,52","0,9980","3,51",,2,INTERIOR,2021,21001,249
6959,033030,RACHID JABUR,ASSIS,CANDIDO MOTA,3º ANO EM,"2,5713","1,0000","1,79","0,9488","1,70",,3,INTERIOR,2021,21001,249
6960,021970,VICTOR LACORTE PROF,ARARAQUARA,ARARAQUARA,9º ANO EF,"3,4523","2,6197","3,04","1,0000","3,04",,2,INTERIOR,2021,20501,181
6961,021970,VICTOR LACORTE PROF,ARARAQUARA,ARARAQUARA,3º ANO EM,"2,1153","1,0897","1,60","1,0000","1,60",,3,INTERIOR,2021,20501,181
6962,021830,DINORA MARCONDES GOMES PROFA,ARARAQUARA,AMERICO BRASILIENSE,9º ANO EF,"2,7537","2,1013","2,43","1,0000","2,43",,2,INTERIOR,2021,20501,166
6963,021830,DINORA MARCONDES GOMES PROFA,ARARAQUARA,AMERICO BRASILIENSE,3º ANO EM,"2,4883","1,1270","1,81","1,0000","1,81",,3,INTERIOR,2021,20501,166
6964,032529,ANTONIO DE ALMEIDA PRADO,ASSIS,IEPE,9º ANO EF,"3,2933","2,2890","2,79","1,0000","2,79",,2,INTERIOR,2021,21001,347
6965,032529,ANTONIO DE ALMEIDA PRADO,ASSIS,IEPE,3º ANO EM,"2,3740","1,6667","2,02","1,0000","2,02",,3,INTERIOR,2021,21001,347
6966,029324,ZILDA PRADO PAULOVICH PROFA,ANDRADINA,NOVA INDEPENDENCIA,3º ANO EM,"3,0767","1,5383","2,31","0,9797","2,26",,3,INTERIOR,2021,20801,480
6967,014503,PEDRO BENTO ALVES,AVARE,ARANDU,9º ANO EF,"2,3733","2,0710","2,22","0,9972","2,21",,2,INTERIOR,2021,20302,180
6968,014503,PEDRO BENTO ALVES,AVARE,ARANDU,3º ANO EM,"1,9443","1,0417","1,49","0,9677","1,44",,3,INTERIOR,2021,20302,180
6969,014515,PAULO DELICIO,AVARE,AGUAS DE SANTA BARBARA,9º ANO EF,"3,3333","2,9673","3,15","1,0000","3,15",,2,INTERIOR,2021,20302,607
6970,014515,PAULO DELICIO,AVARE,AGUAS DE SANTA BARBARA,3º ANO EM,"2,1793","1,3463","1,76","1,0000","1,76",,3,INTERIOR,2021,20302,607
6971,028046,WILQUEM MANOEL NEVES DOUTOR,BARRETOS,OLIMPIA,9º ANO EF,"2,8077","2,1053","2,46","1,0000","2,46",,2,INTERIOR,2021,20502,487
6972,028046,WILQUEM MANOEL NEVES DOUTOR,BARRETOS,OLIMPIA,3º ANO EM,"2,2220","1,3887","1,81","1,0000","1,81",,3,INTERIOR,2021,20502,487
6973,032980,JOSE DOS SANTOS ALMEIDA,ASSIS,CANDIDO MOTA,9º ANO EF,"2,9333","2,1333","2,53","0,9856","2,49",,2,INTERIOR,2021,21001,249
6974,032980,JOSE DOS SANTOS ALMEIDA,ASSIS,CANDIDO MOTA,3º ANO EM,"4,0480","2,1427","3,10","0,9722","3,01",,3,INTERIOR,2021,21001,249
6975,036894,VALOIS SCORTECCI,BARRETOS,BARRETOS,9º ANO EF,"5,1520","4,5790","4,87","1,0000","4,87",,2,INTERIOR,2021,20502,204
6976,028228,OVIDIO DE SOUZA DIAS,BARRETOS,ALTAIR,9º ANO EF,"3,1813","2,3487","2,77","1,0000","2,77",,2,INTERIOR,2021,20502,158
6977,028228,OVIDIO DE SOUZA DIAS,BARRETOS,ALTAIR,3º ANO EM,"2,0697","1,1493","1,61","1,0000","1,61",,3,INTERIOR,2021,20502,158
6978,022391,SILVESTRE DE LIMA CORONEL,BARRETOS,BARRETOS,9º ANO EF,"2,3643","2,0007","2,18","1,0000","2,18",,2,INTERIOR,2021,20502,204
6979,022391,SILVESTRE DE LIMA CORONEL,BARRETOS,BARRETOS,3º ANO EM,"1,9553","0,8890","1,42","1,0000","1,42",,3,INTERIOR,2021,20502,204
6980,022329,PAULINA NUNES DE MORAES PROFESSORA,BARRETOS,BARRETOS,9º ANO EF,"3,4210","2,6313","3,03","1,0000","3,03",,2,INTERIOR,2021,20502,204
6981,022329,PAULINA NUNES DE MORAES PROFESSORA,BARRETOS,BARRETOS,3º ANO EM,"1,5673","0,8260","1,20","1,0000","1,20",,3,INTERIOR,2021,20502,204
6982,014461,PAULO ARAUJO NOVAES DOUTOR,AVARE,AVARE,9º ANO EF,"3,3613","2,5340","2,95","0,9965","2,94",,2,INTERIOR,2021,20302,194
6983,014461,PAULO ARAUJO NOVAES DOUTOR,AVARE,AVARE,3º ANO EM,"2,3277","1,3837","1,86","1,0000","1,86",,3,INTERIOR,2021,20302,194
6984,022457,MACEDO SOARES EMBAIXADOR,BARRETOS,BARRETOS,9º ANO EF,"4,1027","3,4617","3,78","1,0000","3,78",,2,INTERIOR,2021,20502,204
6985,022457,MACEDO SOARES EMBAIXADOR,BARRETOS,BARRETOS,3º ANO EM,"4,0347","1,5797","2,81","1,0000","2,81",,3,INTERIOR,2021,20502,204
6986,907736,FABIO JUNQUEIRA FRANCO,BARRETOS,BARRETOS,9º ANO EF,"3,2270","2,5180","2,87","1,0000","2,87",,2,INTERIOR,2021,20502,204
